okres;1THB;1USD;1AUD;1HKD;1CAD;1NZD;1SGD;1EUR;1HUF;1CHF;1GBP;1UAH;1JPY;1CZK;1DKK;100ISK;1NOK;1SEK;1HRK;1RON;1BGN;1TRY;1ILS;1CLP;1PHP;1MXN;1ZAR;1BRL;1MYR;1IDR;1INR;1KRW;1CNY
20210827;0,1194;3,8978;2,8273;0,5004;3,076;2,711;2,8841;4,5803;1,3059;4,2442;5,3405;0,1447;3,5396;0,1793;0,6159;3,0782;0,4414;0,447;0,6116;0,928;2,3418;0,4646;1,2069;0,4953;0,078;0,1911;0,2614;0,742;0,9303;0,0527;2,7035;5,2762;0,3332
20210830;0,1193;3,8724;2,8255;0,4973;3,0707;2,7116;2,8773;4,5691;1,3121;4,2289;5,3296;0,1441;3,525;0,1787;0,6145;3,0583;0,4457;0,4478;0,6097;0,9259;2,3361;0,464;1,2017;0,4946;0,0778;0,1918;0,264;0,7446;0,931;0,0526;2,6948;5,2828;0,3327
20210831;0,119;3,8386;2,8128;0,4933;3,0488;2,7075;2,8558;4,5374;1,3023;4,1984;5,2859;0,1428;3,4929;0,1777;0,6102;3,029;0,4433;0,4463;0,6058;0,9193;2,3199;0,4619;1,1961;0,4905;0,0772;0,191;0,264;0,7404;0,9234;0,0524;2,6904;5,2522;0,3317
20210901;0,1182;3,8238;2,8099;0,4916;3,0375;2,7005;2,8401;4,5184;1,2968;4,1688;5,261;0,1416;3,4652;0,1775;0,6076;3,0366;0,4406;0,4432;0,6035;0,9155;2,3102;0,4605;1,1939;0,4945;0,0764;0,1908;0,265;0,7424;0,921;0,0523;2,6774;5,2302;0,33
20210902;0,1172;3,8044;2,811;0,4894;3,0201;2,6967;2,8308;4,5067;1,2982;4,1554;5,2452;0,1409;3,4587;0,178;0,6061;3,0045;0,4376;0,4422;0,6009;0,9125;2,3042;0,4588;1,1863;0,4933;0,0763;0,1907;0,2653;0,7336;0,9146;0,0523;2,6657;5,2083;0,3284
20210903;0,1164;3,7998;2,8248;0,489;3,03;2,7089;2,8312;4,5124;1,2948;4,1568;5,2577;0,1411;3,4554;0,1777;0,6068;3,0003;0,4395;0,4432;0,6018;0,9132;2,3071;0,4566;1,1859;0,4946;0,0762;0,1903;0,2636;0,7331;0,9161;0,0522;2,6642;5,1992;0,3284
20210906;0,1173;3,8041;2,8279;0,4894;3,0329;2,7162;2,8349;4,5134;1,2991;4,1546;5,2659;0,1419;3,4617;0,1779;0,607;3,0049;0,4395;0,444;0,6027;0,9126;2,3076;0,4587;1,1874;0,4963;0,0762;0,191;0,2668;0,7326;0,9173;0,0522;2,6747;5,2076;0,3289
20210907;0,1166;3,8041;2,8213;0,4895;3,0293;2,7098;2,8317;4,5181;1,2991;4,1613;5,257;0,1423;3,4604;0,1779;0,6076;2,9961;0,4394;0,4452;0,6042;0,913;2,31;0,4577;1,1875;0,4923;0,0759;0,1909;0,2658;0,7357;0,9154;0,052;2,6766;5,1825;0,3276
20210908;0,1166;3,8213;2,8137;0,4915;3,0134;2,7092;2,8392;4,5175;1,2913;4,1542;5,2596;0,1429;3,4691;0,1779;0,6075;2,9997;0,4382;0,443;0,604;0,9131;2,3097;0,4543;1,1911;0,4894;0,0762;0,1914;0,2669;0,739;0,9192;0,052;2,6811;5,1967;0,3275
20210909;0,1171;3,8292;2,825;0,4924;3,0163;2,7237;2,8501;4,5315;1,2896;4,1663;5,2889;0,1434;3,4847;0,1784;0,6094;3,009;0,44;0,444;0,6061;0,9158;2,3169;0,4507;1,1938;0,4861;0,0767;0,1923;0,2706;0,7195;0,9232;0,0524;2,6867;5,2083;0,3276
20210910;0,1177;3,8402;2,845;0,4939;3,0482;2,7469;2,8691;4,5499;1,2959;4,1956;5,3296;0,1439;3,4944;0,1796;0,6119;3,0172;0,4453;0,4464;0,6077;0,92;2,3263;0,4565;1,2007;0,484;0,0771;0,1931;0,2726;0,7388;0,9293;0,0528;2,7039;5,2298;0,3294
20210913;0,1171;3,8495;2,8335;0,4949;3,0382;2,7388;2,8665;4,5386;1,2976;4,1782;5,3189;0,1443;3,4958;0,1792;0,6103;3,0017;0,4453;0,4454;0,6072;0,918;2,3205;0,455;1,2011;0,4882;0,0771;0,1936;0,2712;0,7337;0,9276;0,0527;2,701;5,2276;0,3277
20210914;0,1171;3,8542;2,8298;0,4954;3,0475;2,7441;2,8709;4,5559;1,3028;4,1807;5,3442;0,1447;3,5024;0,1793;0,6127;3,0132;0,4473;0,4495;0,6095;0,9205;2,3294;0,4565;1,2002;0,491;0,0772;0,1938;0,2719;0,7391;0,9277;0,0529;2,7052;5,2316;0,329
20210915;0,1171;3,8475;2,8203;0,4947;3,036;2,7338;2,8688;4,5502;1,3019;4,192;5,3228;0,1444;3,5194;0,1797;0,6119;3,0094;0,4482;0,4481;0,6084;0,9194;2,3265;0,4558;1,2015;0,4909;0,0774;0,1937;0,2693;0,7343;0,9251;0,0529;2,7016;5,2256;0,3295
20210916;0,1176;3,8847;2,8429;0,4992;3,0742;2,7638;2,8921;4,5736;1,3108;4,2054;5,3697;0,1457;3,5515;0,1811;0,615;3,0531;0,451;0,4505;0,6101;0,9241;2,3384;0,4592;1,211;0,4993;0,0778;0,1953;0,2674;0,7437;0,9342;0,0536;2,7256;5,2883;0,3313
20210917;0,1169;3,8882;2,8448;0,4996;3,076;2,7536;2,8896;4,5789;1,3029;4,1929;5,3633;0,1457;3,5349;0,181;0,6158;3,0324;0,452;0,4514;0,6097;0,9253;2,3411;0,4527;1,2119;0,4962;0,0778;0,195;0,2661;0,7396;0,932;0,0536;2,7329;5,2896;0,3301
20210920;0,1178;3,9282;2,8418;0,5044;3,0659;2,757;2,9047;4,5999;1,3003;4,2172;5,3712;0,1471;3,5816;0,1808;0,6186;3,0382;0,4476;0,4499;0,6129;0,9294;2,3519;0,4519;1,2225;0,5007;0,0781;0,1953;0,2656;0,7427;0,9369;0,0535;2,7581;5,3283;0,3307
20210921;0,1178;3,9337;2,8625;0,5053;3,0836;2,7729;2,9128;4,6154;1,3078;4,2489;5,3827;0,1472;3,5904;0,1815;0,6207;3,0384;0,4534;0,4542;0,6153;0,9325;2,3598;0,4561;1,226;0,4985;0,0785;0,1961;0,2667;0,7386;0,9393;0,0537;2,7627;5,3416;0,3323
20210922;0,1181;3,946;2,8597;0,5068;3,0828;2,7727;2,9192;4,6308;1,3071;4,2789;5,3828;0,1479;3,6035;0,1823;0,6227;3,0406;0,4557;0,4549;0,6179;0,9357;2,3677;0,4559;1,2312;0,502;0,0785;0,1964;0,2672;0,7487;0,9418;0,0541;2,7706;5,3436;0,3334
20210923;0,1182;3,9256;2,8551;0,5043;3,0983;2,7646;2,911;4,6012;1,2947;4,2494;5,3605;0,1478;3,5706;0,1817;0,6188;3,0291;0,4561;0,4537;0,6139;0,9296;2,3525;0,4536;1,2263;0,4984;0,0782;0,1961;0,2677;0,7422;0,9388;0,054;2,7563;5,3301;0,335
20210924;0,1176;3,9268;2,8591;0,5044;3,0979;2,7692;2,9067;4,6085;1,2921;4,2494;5,3866;0,1474;3,5564;0,1814;0,6197;3,0581;0,4575;0,4549;0,6148;0,9309;2,3563;0,4451;1,2272;0,5;0,0773;0,195;0,2636;0,7404;0,9377;0,0538;2,7542;5,3271;0,3336
20210927;0,1172;3,9276;2,8523;0,5045;3,1037;2,7498;2,9004;4,5912;1,2835;4,2307;5,3815;0,1474;3,5411;0,1808;0,6174;3,0506;0,4567;0,4516;0,6125;0,9277;2,3474;0,4433;1,226;0,4954;0,0769;0,1955;0,2612;0,7357;0,9378;0,0541;2,7557;5,329;0,3326
20210928;0,1173;3,9546;2,8754;0,5082;3,1301;2,7598;2,9158;4,6192;1,2852;4,2622;5,4061;0,1487;3,5534;0,1811;0,6212;3,0856;0,4582;0,4531;0,6154;0,9333;2,3617;0,4454;1,2345;0,4984;0,0774;0,1959;0,2627;0,7334;0,9446;0,0545;2,7708;5,3414;0,3337
20210929;0,1172;3,9684;2,8765;0,5098;3,1277;2,7564;2,9233;4,6287;1,2877;4,2694;5,3582;0,1493;3,5648;0,1816;0,6225;3,0879;0,4572;0,4537;0,6174;0,9352;2,3666;0,4485;1,2353;0,4944;0,078;0,1954;0,2636;0,7309;0,9483;0,0545;2,7765;5,353;0,3351
20210930;0,1179;3,9925;2,8758;0,5127;3,1388;2,7435;2,9343;4,6329;1,2852;4,2725;5,3653;0,15;3,5662;0,1816;0,623;3,0702;0,4531;0,4543;0,6189;0,9365;2,3687;0,4486;1,24;0,4929;0,078;0,1949;0,2632;0,7372;0,9535;0,0549;2,7895;5,3777;0,337
20211001;0,118;3,9678;2,8684;0,5096;3,1247;2,7375;2,9211;4,5941;1,2789;4,2579;5,3463;0,149;3,5705;0,1815;0,6176;3,0404;0,455;0,452;0,6129;0,9284;2,3489;0,4472;1,231;0,4893;0,0782;0,1927;0,265;0,7289;0,9493;0,0543;2,7732;5,3485;0,3344
20211004;0,1165;3,9368;2,8595;0,5056;3,1191;2,7363;2,8992;4,5716;1,2834;4,2371;5,3382;0,1482;3,5398;0,1804;0,6147;3,0417;0,4574;0,4507;0,6102;0,9239;2,3374;0,4433;1,2232;0,4901;0,0775;0,1916;0,2632;0,7339;0,9431;0,054;2,7593;5,2933;0,3328
20211005;0,1176;3,9688;2,8891;0,5098;3,1518;2,7626;2,9245;4,6034;1,2894;4,2836;5,4056;0,1501;3,5699;0,1816;0,6189;3,0937;0,463;0,4546;0,6133;0,9302;2,3537;0,4481;1,2284;0,4925;0,0781;0,1932;0,2642;0,7275;0,9495;0,0547;2,7843;5,3292;0,3344
20211006;0,1179;3,9992;2,8925;0,5137;3,1652;2,753;2,9373;4,6203;1,2838;4,3002;5,42;0,1519;3,5843;0,1818;0,6211;3,105;0,4639;0,454;0,6154;0,9338;2,3623;0,4482;1,231;0,493;0,0785;0,192;0,264;0,7302;0,9558;0,0551;2,8062;5,347;0,3344
20211007;0,1164;3,9334;2,867;0,5053;3,1247;2,7236;2,897;4,5472;1,2688;4,2428;5,3446;0,1494;3,5303;0,179;0,6112;3,06;0,4567;0,4477;0,6053;0,9191;2,3249;0,4421;1,2185;0,4837;0,0779;0,1919;0,2638;0,716;0,9402;0,0544;2,7668;5,2633;0,3304
20211008;0,1175;3,9775;2,9015;0,5109;3,1704;2,7514;2,929;4,5956;1,2784;4,2756;5,4095;0,1509;3,5527;0,1808;0,6176;3,0843;0,4632;0,4525;0,6113;0,9286;2,3497;0,4458;1,2314;0,4897;0,0787;0,1925;0,2661;0,7207;0,9513;0,0552;2,7966;5,3046;0,3326
20211011;0,1178;3,9862;2,9273;0,5123;3,202;2,7714;2,9459;4,612;1,2756;4,302;5,44;0,1513;3,5303;0,1813;0,6198;3,087;0,4665;0,4556;0,6139;0,932;2,3581;0,4449;1,2352;0,4835;0,0785;0,1924;0,2668;0,7238;0,9563;0,0557;2,8057;5,2917;0,3337
20211012;0,1186;3,9664;2,9199;0,5097;3,1817;2,7595;2,924;4,5859;1,2742;4,2745;5,3936;0,1505;3,4983;0,1803;0,6163;3,0573;0,4633;0,4533;0,6102;0,9263;2,3447;0,4397;1,2302;0,4811;0,078;0,1902;0,2641;0,7163;0,9517;0,0552;2,7898;5,2524;0,3311
20211013;0,1193;3,9638;2,9175;0,5095;3,1853;2,7569;2,93;4,5806;1,2712;4,2684;5,401;0,1505;3,4905;0,1804;0,6156;3,0537;0,4646;0,4524;0,6092;0,9254;2,342;0,4391;1,2278;0,4815;0,0783;0,1916;0,2666;0,7164;0,9528;0,0552;2,788;5,2663;0,3327
20211014;0,1188;3,9403;2,9207;0,5065;3,1806;2,7658;2,9234;4,577;1,2723;4,2814;5,4022;0,1493;3,4739;0,1803;0,6151;3,0636;0,4679;0,4567;0,6096;0,9247;2,3402;0,4298;1,2227;0,4833;0,0778;0,1918;0,2673;0,7146;0,9487;0,0549;2,791;5,2332;0,3325
20211015;0,1184;3,9413;2,9238;0,5066;3,1922;2,7794;2,9236;4,5733;1,2712;4,2691;5,4083;0,1494;3,4484;0,1798;0,6147;3,057;0,4681;0,4563;0,6089;0,9237;2,3383;0,4279;1,2235;0,4772;0,0776;0,1919;0,2684;0,7147;0,9477;0,0554;2,8002;5,2582;0,3333
20211018;0,1179;3,9471;2,9173;0,5074;3,1827;2,785;2,9219;4,5715;1,267;4,2611;5,4158;0,1498;3,4515;0,1796;0,6144;3,0599;0,4669;0,456;0,6088;0,9238;2,3373;0,4249;1,2235;0,4792;0,0777;0,1927;0,2678;0,7228;0,9463;0,0554;2,7977;5,2413;0,3325
20211019;0,118;3,9212;2,9282;0,5041;3,1822;2,8026;2,9182;4,5717;1,27;4,2644;5,4084;0,1492;3,4407;0,1796;0,6144;3,0478;0,4687;0,4561;0,609;0,9236;2,3374;0,4222;1,2209;0,4799;0,0773;0,1929;0,2691;0,7113;0,94;0,0553;2,7858;5,2266;0,333
20211020;0,1181;3,9428;2,9528;0,507;3,1933;2,8249;2,9333;4,5841;1,264;4,2637;5,4327;0,1505;3,4458;0,1794;0,6161;3,0561;0,4692;0,4573;0,6105;0,9261;2,3438;0,4226;1,2267;0,4865;0,0777;0,195;0,2722;0,7059;0,9475;0,0555;2,8012;5,2664;0,3357
20211021;0,1184;3,9449;2,954;0,5073;3,1984;2,8316;2,9334;4,593;1,2698;4,2899;5,4461;0,1505;3,4601;0,1793;0,6173;3,062;0,4735;0,4592;0,6118;0,9284;2,3483;0,4252;1,2286;0,4846;0,0776;0,1948;0,272;0,7048;0,9498;0,0556;2,7936;5,2766;0,3354
20211022;0,1187;3,9576;2,9702;0,5091;3,2086;2,8433;2,9434;4,6072;1,2684;4,3157;5,4652;0,1505;3,4735;0,1794;0,6192;3,0715;0,4754;0,4617;0,6123;0,9311;2,3556;0,4114;1,2333;0,4837;0,0779;0,1955;0,2716;0,6993;0,9532;0,056;2,8023;5,2929;0,337
20211025;0,1186;3,9502;2,9617;0,5082;3,1991;2,8276;2,9385;4,6018;1,2628;4,3054;5,4395;0,15;3,4771;0,1792;0,6185;3,0638;0,4747;0,4602;0,6113;0,9302;2,3528;0,4058;1,2314;0,4842;0,078;0,196;0,2674;0,6991;0,9519;0,0564;2,7902;5,2867;0,3383
20211026;0,12;3,974;2,9821;0,5112;3,2121;2,8487;2,9507;4,6134;1,263;4,313;5,4784;0,1503;3,486;0,1795;0,6201;3,0756;0,4758;0,4612;0,6131;0,9325;2,3588;0,4215;1,2422;0,4919;0,0783;0,1972;0,27;0,7153;0,9578;0,0573;2,808;5,3;0,3408
20211027;0,1195;3,9815;2,9825;0,5119;3,206;2,8403;2,9502;4,6165;1,2636;4,3362;5,464;0,151;3,5019;0,1796;0,6205;3,0777;0,4736;0,4619;0,6144;0,9329;2,3604;0,4191;1,2472;0,4951;0,0784;0,197;0,2656;0,7152;0,9587;0,0568;2,8093;5,3036;0,3394
20211028;0,1199;3,9938;2,9998;0,5135;3,228;2,8648;2,9633;4,6284;1,2721;4,3473;5,491;0,1517;3,5136;0,18;0,6221;3,0856;0,4755;0,4647;0,616;0,935;2,3664;0,4158;1,2559;0,4958;0,0787;0,1968;0,2638;0,7213;0,9623;0,0567;2,8177;5,3172;0,3415
20211029;0,1194;3,9664;2,988;0,5101;3,2096;2,8478;2,9474;4,6208;1,2808;4,3496;5,4619;0,1509;3,4879;0,1799;0,6212;3,0846;0,4737;0,4645;0,6144;0,9335;2,3626;0,4131;1,2564;0,492;0,0786;0,1937;0,2596;0,7025;0,9575;0,0562;2,7994;5,3085;0,3388
20211102;0,1196;3,9772;2,97;0,5111;3,206;2,8442;2,9515;4,6129;1,2805;4,3615;5,425;0,1512;3,5031;0,1805;0,62;3,0671;0,4717;0,4671;0,6125;0,932;2,3585;0,4169;1,2698;0,4901;0,0788;0,1907;0,2574;0,7002;0,9587;0,0553;2,7905;5,2994;0,3381
20211103;0,1191;3,9681;2,9528;0,5099;3,1966;2,8335;2,9408;4,6;1,2809;4,3554;5,407;0,1513;3,4851;0,1797;0,6183;3,0585;0,4671;0,4639;0,6118;0,9294;2,3519;0,4084;1,2664;0,4883;0,0784;0,1913;0,2585;0,6986;0,9554;0,0552;2,7754;5,2846;0,336
20211104;0,1191;3,9807;2,9549;0,5115;3,2057;2,8381;2,9454;4,5987;1,2767;4,3616;5,4249;0,152;3,4905;0,1802;0,6184;3,0617;0,4669;0,4646;0,6114;0,9292;2,3513;0,4104;1,2763;0,4897;0,0786;0,1939;0,2607;0,7168;0,9584;0,0556;2,7764;5,2831;0,3364
20211105;0,1198;3,9911;2,9424;0,5127;3,1997;2,8265;2,9491;4,6065;1,28;4,362;5,3604;0,1529;3,5065;0,1817;0,6193;3,0669;0,4659;0,4649;0,6124;0,9306;2,3552;0,4113;1,2826;0,4902;0,0792;0,1937;0,2609;0,7123;0,9595;0,0557;2,7856;5,2921;0,3363
20211108;0,1202;3,9747;2,9428;0,5104;3,1922;2,8398;2,9453;4,595;1,2769;4,3445;5,3617;0,1524;3,5052;0,1821;0,6178;3,0552;0,4651;0,4622;0,6113;0,9284;2,3494;0,41;1,2798;0,4898;0,0792;0,1948;0,2639;0,717;0,9566;0,0557;2,7878;5,2789;0,3358
20211109;0,1209;3,9622;2,9429;0,5087;3,1861;2,8358;2,9447;4,5942;1,2685;4,3401;5,3885;0,1518;3,5108;0,1822;0,6177;3,0547;0,4671;0,4637;0,6112;0,9284;2,349;0,4081;1,2766;0,4935;0,0791;0,1954;0,2664;0,7146;0,9549;0,0558;2,782;5,278;0,3371
20211110;0,1214;3,9737;2,9296;0,5101;3,1993;2,8254;2,949;4,6007;1,2726;4,3555;5,3784;0,1525;3,5098;0,1825;0,6185;3,059;0,4662;0,462;0,6122;0,9296;2,3523;0,4046;1,2796;0,5014;0,0794;0,1955;0,2628;0,725;0,9567;0,0562;2,788;5,2854;0,3374
20211112;0,1237;4,0559;2,9578;0,5205;3,22;2,845;2,9961;4,6412;1,2701;4,3984;5,4328;0,1554;3,5569;0,1839;0,624;3,0859;0,4667;0,4636;0,6178;0,9381;2,373;0,4086;1,3033;0,5107;0,0815;0,196;0,2651;0,7512;0,9736;0,0563;2,8492;5,332;0,3442
20211115;0,1238;4,0497;2,9808;0,5198;3,2322;2,8623;2,9973;4,6365;1,263;4,4008;5,433;0,1536;3,5579;0,1834;0,6234;3,0828;0,4678;0,4626;0,6172;0,9369;2,3706;0,4045;1,3044;0,5057;0,0808;0,1974;0,266;0,7421;0,9732;0,056;2,8495;5,3266;0,3433
20211116;0,1256;4,1061;3,0134;0,5272;3,2778;2,8852;3,0326;4,6652;1,2759;4,4285;5,5291;0,1555;3,5959;0,1849;0,6273;3,106;0,4721;0,4657;0,6211;0,9425;2,3853;0,4032;1,3226;0,5153;0,0816;0,1992;0,2688;0,7523;0,9856;0,0566;2,8873;5,3595;0,3474
20211117;0,1261;4,1204;3,0001;0,529;3,2791;2,886;3,0342;4,6614;1,2763;4,4232;5,5345;0,1553;3,5883;0,1849;0,6268;3,1076;0,471;0,4647;0,6208;0,9419;2,3833;0,3944;1,3397;0,5073;0,0818;0,1987;0,2646;0,7487;0,986;0,0566;2,893;5,3552;0,3487
20211118;0,1263;4,1114;2,995;0,5279;3,2613;2,8967;3,0275;4,6592;1,2812;4,4346;5,548;0,1554;3,6008;0,1845;0,6266;3,1312;0,4696;0,4638;0,6202;0,9413;2,3822;0,3856;1,3345;0,4955;0,0817;0,1987;0,2647;0,7435;0,9832;0,0564;2,8898;5,3526;0,3476
20211119;0,1266;4,1457;3,0029;0,5322;3,2789;2,9048;3,0444;4,6844;1,2832;4,4782;5,569;0,156;3,6364;0,1846;0,6299;3,1524;0,4665;0,4641;0,6236;0,9464;2,3951;0,3739;1,3412;0,4979;0,0819;0,1989;0,2634;0,7459;0,991;0,0566;2,9118;5,3816;0,3492
20211122;0,1273;4,1855;3,0365;0,5371;3,3108;2,9288;3,0734;4,721;1,2764;4,5089;5,6202;0,1572;3,6668;0,1853;0,6348;3,1942;0,4693;0,4663;0,6279;0,9537;2,4138;0,3741;1,3542;0,5051;0,0826;0,2008;0,2657;0,7455;0,9999;0,0565;2,9374;5,4236;0,3525
20211123;0,1266;4,1893;3,0268;0,5376;3,2912;2,9043;3,0672;4,7171;1,2699;4,4948;5,6043;0,1558;3,6504;0,1853;0,6343;3,1872;0,4686;0,4664;0,6266;0,9529;2,4118;0,3406;1,3496;0,5158;0,0826;0,1988;0,2652;0,7498;0,9977;0,0559;2,9383;5,4192;0,3524
20211124;0,1253;4,1764;3,0143;0,5357;3,2934;2,8856;3,0547;4,6811;1,2711;4,4639;5,5781;0,1552;3,6326;0,1834;0,6295;3,1715;0,4682;0,4603;0,6221;0,9458;2,3934;0,3297;1,3257;0,5133;0,0827;0,1966;0,2637;0,7496;0,9921;0,056;2,9293;5,3778;0,3516
20211125;0,1247;4,16;2,9911;0,5336;3,2845;2,8525;3,0423;4,6688;1,2731;4,456;5,5469;0,154;3,6062;0,1831;0,6279;3,1717;0,4643;0,4583;0,6207;0,943;2,3871;0,3483;1,3181;0,511;0,0826;0,1943;0,263;0,742;0,9836;0,0558;2,9156;5,3637;0,3494
20211126;0,1244;4,1754;2,9761;0,5356;3,2718;2,8486;3,0451;4,7038;1,2791;4,5071;5,5597;0,1542;3,6641;0,1834;0,6325;3,1912;0,4603;0,4568;0,6254;0,9504;2,405;0,3434;1,3105;0,5085;0,0828;0,19;0,2565;0,75;0,985;0,0551;2,9194;5,4039;0,3493
20211129;0,1237;4,1627;2,9758;0,5337;3,2666;2,8436;3,0428;4,6982;1,2744;4,5013;5,5531;0,1533;3,6729;0,1828;0,6318;3,1961;0,4579;0,4555;0,6244;0,9491;2,4021;0,3298;1,3206;0,5003;0,0827;0,1894;0,2581;0,742;0,9821;0,0555;2,9064;5,3974;0,3493
20211130;0,1224;4,1214;2,9366;0,5286;3,2229;2,8121;3,0151;4,6834;1,277;4,4888;5,507;0,1517;3,6522;0,183;0,6298;3,1817;0,4556;0,4559;0,6214;0,946;2,3946;0,3168;1,3026;0,4883;0,0818;0,1899;0,2553;0,7357;0,9807;0,0551;2,8776;5,3804;0,3464
20211201;0,1218;4,1051;2,9366;0,5266;3,2221;2,8119;3,0106;4,6494;1,276;4,4652;5,4651;0,1507;3,6181;0,182;0,6252;3,1672;0,4549;0,455;0,6178;0,9396;2,3772;0,2976;1,3049;0,4961;0,0815;0,1925;0,2583;0,7299;0,9728;0,0555;2,8622;5,3414;0,3481
20211202;0,12;4,0625;2,8877;0,5214;3,1775;2,7708;2,9723;4,6002;1,2701;4,4131;5,4114;0,149;3,5901;0,1809;0,6186;3,1379;0,4483;0,4476;0,6115;0,9295;2,352;0,3026;1,285;0,4841;0,0805;0,1909;0,257;0,7132;0,9603;0,0549;2,8254;5,2849;0,3458
20211203;0,12;4,0653;2,8676;0,5218;3,1702;2,7556;2,9656;4,5934;1,263;4,4165;5,4021;0,1489;3,5879;0,1808;0,6177;3,129;0,4463;0,4463;0,6102;0,928;2,3485;0,2946;1,2891;0,4855;0,0805;0,191;0,2543;0,72;0,9608;0,0552;2,8236;5,277;0,3439
20211206;0,1198;4,0619;2,8536;0,5207;3,173;2,7405;2,9661;4,5889;1,2609;4,4029;5,3854;0,1483;3,5866;0,1806;0,6171;3,1175;0,4444;0,4461;0,6097;0,9272;2,3462;0,2947;1,2872;0,483;0,0805;0,1909;0,2541;0,7185;0,9598;0,0551;2,8134;5,2719;0,344
20211207;0,1211;4,0788;2,895;0,523;3,2109;2,7605;2,9857;4,5991;1,2577;4,4169;5,4098;0,1492;3,589;0,1806;0,6184;3,1201;0,4506;0,4493;0,6111;0,9296;2,3515;0,2977;1,2928;0,4821;0,081;0,1923;0,2553;0,7169;0,9638;0,0549;2,837;5,2836;0,3463
20211208;0,1216;4,071;2,9043;0,522;3,2252;2,7603;2,9834;4,5941;1,2499;4,4049;5,3909;0,1496;3,5863;0,1803;0,6178;3,121;0,4539;0,448;0,6105;0,9284;2,3489;0,2977;1,3101;0,4847;0,081;0,1939;0,2573;0,7252;0,9637;0,0553;2,8354;5,2778;0,3459
20211209;0,1221;4,0837;2,9249;0,5238;3,221;2,7778;2,9937;4,6226;1,2637;4,4305;5,3927;0,1508;3,5964;0,1816;0,6216;3,1361;0,4569;0,451;0,6143;0,9338;2,3635;0,2969;1,3156;0,4865;0,081;0,1949;0,2587;0,7381;0,9685;0,0554;2,8453;5,3106;0,3475
20211210;0,1215;4,0887;2,9234;0,5242;3,2145;2,7706;2,9929;4,6129;1,2613;4,4259;5,3977;0,1514;3,5967;0,1816;0,6203;3,1253;0,4547;0,4507;0,6129;0,9319;2,3585;0,2936;1,3174;0,4816;0,0812;0,195;0,2553;0,7337;0,9706;0,0556;2,8448;5,2994;0,3463
20211213;0,1228;4,1003;2,9277;0,5257;3,2161;2,7783;2,9976;4,6204;1,2609;4,4335;5,431;0,1527;3,6062;0,1821;0,6213;3,1261;0,4559;0,4509;0,6142;0,9335;2,3623;0,2862;1,3226;0,486;0,0815;0,1962;0,2565;0,7305;0,9699;0,0558;2,8588;5,3081;0,3468
20211214;0,1232;4,1088;2,9252;0,5266;3,2048;2,7759;3,0028;4,6436;1,2649;4,4631;5,433;0,1523;3,6167;0,1828;0,6245;3,1461;0,452;0,4511;0,6175;0,9383;2,3742;0,2878;1,32;0,4883;0,0817;0,1954;0,2555;0,7233;0,9709;0,0558;2,8668;5,3347;0,3472
20211215;0,1227;4,0999;2,9226;0,5254;3,186;2,7659;2,997;4,6214;1,2529;4,4362;5,4363;0,1506;3,6047;0,1827;0,6215;3,1481;0,4505;0,4494;0,6146;0,9335;2,3629;0,2796;1,3084;0,4862;0,0816;0,1933;0,2537;0,7216;0,9692;0,0556;2,8606;5,3092;0,3452
20211216;0,1226;4,0938;2,9482;0,5247;3,2011;2,791;3,0008;4,6315;1,2554;4,4306;5,4408;0,1504;3,5864;0,1833;0,6228;3,1507;0,457;0,4521;0,6161;0,9356;2,368;0,2694;1,3159;0,4809;0,0819;0,1951;0,2565;0,7206;0,9732;0,0557;2,8543;5,3208;0,3459
20211217;0,1226;4,0882;2,9279;0,5239;3,1959;2,7689;2,9943;4,6334;1,2601;4,4531;5,4443;0,15;3,5992;0,1833;0,623;3,1692;0,4549;0,4523;0,616;0,936;2,369;0,2456;1,3118;0,483;0,0818;0,1963;0,2573;0,7187;0,9694;0,0555;2,8455;5,323;0,3448
20211220;0,1226;4,1182;2,9208;0,528;3,1858;2,7621;3,0106;4,6381;1,2634;4,4565;5,4304;0,1509;3,6286;0,1837;0,6237;3,1638;0,4531;0,4508;0,6172;0,9371;2,3714;0,2354;1,3023;0,4884;0,0825;0,1971;0,2597;0,723;0,9744;0,0555;2,8643;5,4253;0,3453
20211221;0,1216;4,0937;2,9177;0,5248;3,1638;2,7619;3,0001;4,6238;1,2564;4,4462;5,4229;0,1503;3,6022;0,1834;0,6218;3,1327;0,4543;0,4485;0,6152;0,9341;2,3641;0,3273;1,2953;0,4697;0,082;0,1966;0,2585;0,7128;0,9726;0,0554;2,8597;5,4141;0,3432
20211222;0,1215;4,0984;2,9321;0,5254;3,1756;2,774;3,001;4,6244;1,2571;4,4335;5,445;0,1504;3,5859;0,1833;0,6219;3,1501;0,4601;0,4488;0,6149;0,9343;2,3644;0,3267;1,2942;0,4702;0,0816;0,197;0,258;0,7134;0,9728;0,0555;2,8688;5,4252;0,3436
20211223;0,1222;4,095;2,9654;0,5252;3,1951;2,799;3,0123;4,6359;1,2546;4,4497;5,4889;0,1501;3,5825;0,1846;0,6234;3,1537;0,4622;0,4497;0,6168;0,9364;2,3703;0,3586;1,2992;0,4758;0,0818;0,1978;0,2601;0,7242;0,975;0,0559;2,874;5,4437;0,3452
